name,address
Gamby Teaching General Hospital,General Medical City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Menaharia Kebele: 04 Direction: In front of Menaharia   Building:   Branch:   Flat: Phone: 251-158-2202017   251-158-2263311 Fax: 251-58-2203683
Tana Pharmacy,Pharmacy City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Menaharia Kebele: 06 Direction: In front of Menaharia   Building:   Branch:   Flat: Phone: 251-58-2200628
Gasa Hotel,"Restaurant, Bar and Bedrooms City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Menaharia Kebele: 12 Direction: In front of Papires Hotel   Building:   Branch:   Flat: Phone: +251-58-2263568"
Behire Farma,Medicine and Pharmaceutical Equipment Hole sealer City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Menaharia Kebele: - Direction: In front of Kidne Mehret Clinic   Building:   Branch:   Flat: Phone: +251-58-2209413 Fax: +251-58-2203260
Eyob Pharmacy,Pharmacy Working Hour: Mon-Sat8:00am-10:000pm (fulltime)  City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Menaharia Kebele: - Direction: In front of Menahria   Building:   Branch:   Flat: Phone: +251-58-2200628
Habib Advertising Agency,Advertizing City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Menaharia Kebele: - Direction: In front Of Bunna Bank   Building:   Branch:   Flat: Phone: +251-58-2265466
Sorni General Trading,Travel & Tour Agency City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Menaharia Kebele: - Direction: Inside Paperes Hotel   Building:   Branch:   Flat: Phone: +251-58-2206002
Wabeze Pension,Pension City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Menaharia Kebele: - Direction: Behind Menaharia   Building:   Branch:   Flat: Phone: +251-58-2204732
Zadok Tour Operation and Travel Agent,Tour in Different Parts of Ethiopia and Travel City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Menaharia Kebele: - Direction: Near Summer Land Cafe   Building:   Branch:   Flat: Phone: +251-58-2265636   +251-91-1534994 P.O.Box 1700
Starbacks Restaurant,Hot & Soft Drinks- Cakes- Different kind of Foods Alchlo Drinks City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Menaharia Kebele: - Direction: Near Keder Mobil   Building:   Branch:   Flat: Phone: +251-91-8007373
Addis Tkidem School,Scondary School City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Menaharia Kebele: - Direction: Around Bus Station   Building:   Branch:   Flat: Phone: +251-58-4600165
Bahirdar Post Office,Post Office City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Mestedadr Office Kebele: 01 Direction: Near Ethio Star Hotel   Building:   Branch:   Flat: Phone: 251-58-2200291
Mulu Alem Cultural Center,Cinema and Theater Hell City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Mestedadr Office Kebele: - Direction: Near Bahel and Tourism   House No.: 999999 Building:   Branch:   Flat: Phone: +251-58-2201136 Fax: +251-58-2263521
Amhara National Regional State Council,Government Office City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Mestedadr Office Kebele: 01 Direction: Around Police Station   Building:   Branch:   Flat: Phone: +251-58-2200923
Nile Hotel,"Restaurant and Bar, Bedrooms City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Central Cafe Kebele: 01 Direction: In front of Eyerusalem Pharmacy   Building:   Branch:   Flat: Phone: 251-58-2203429"
Summer Land Hotel,"Restaurant and Bar, Bedrooms and Internet Service City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Tana Kebele: 05 Direction: In front of Alema Main Office   Building:   Branch:   Flat: Phone: +251-58-2206566   +251-58-2220022 Fax: 251-58-2220022 P.O.Box 1407 Website/Email: gogobahardar@yahoo.com    www.enjoybahrdar.com"
Dr. Abdu Higher Ophthalmic Clinic,Ophthalmic Clinic City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Tana Kebele: 16 Direction: Around Police Commission   Building:   Branch:   Flat: Phone: 251-58-2221216
Ethio Star Hotel,"Restaurant, Bar, Bed Rooms and Internet Service City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Tana Kebele: 01 Direction: Near Summer Land Hotel   Building:   Branch:   Flat: Phone: +251-58-2202026"
Tana Hotel,"Restaurant, Bar and Bed Rooms City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Tana Kebele: 01 Direction: Around Tana Lake   Building:   Branch:   Flat: Phone: +251-58-2200626"
Almacon Building Contractor,Building Contractor City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Tana Kebele: - Direction: Near Summer Land Hotel   Building:   Branch:   Flat: Phone: +251-58-2264734   +251-58-2209444/45
Amahra Akafe Lemat Association,Amahar Development Association City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Tana Kebele: - Direction: In Front of Summer Land Hotel   Building:   Branch:   Flat: Phone: +251-58-2201008
Felege Hiwot Riferal Hospital,General Medical City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Police Commission Kebele: 13 Direction: In front of Police Commission   Building:   Branch:   Flat: Phone: 251-58-2200170   251-58-2220916/17/18/19
Special Diagnostics Laboratory,Laboratory City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Police Commission Kebele: 13 Direction: Near Felege Hiwot Riferal Hospital   Building:   Branch:   Flat: Phone: +251-58-2221013
Asinuira Hotel,Hotel City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Police Commission Kebele: - Direction: Near Felege Hiwot Riferal Hospital   Building:   Branch:   Flat: Phone: +251-58-2207299/94
Hailand College,"Law, Marketing, Accounting, Secretary and ICT City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Bluenile School Kebele: 15 Direction: Near Bluenile School   Building:   Branch:   Flat: Phone: 251-58-2207866 Fax: 251-58-2207867"
Bete Daniel Hotel,Hotel City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Stadium Kebele: - Direction: Behind Jakaranda Hotel   Building:   Branch:   Flat: Phone: +251-58-2266161   +251-58-2201414
Blue Nile Avanti Hotel,Bar and Restaurant and Bad Room City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Stadium Kebele: - Direction: Around Stadium   House No.: 999999 Building:   Branch:   Flat: Phone: +251-58-2222206/07
Jacaranda Hotel,"Restaurant and Bar, Bedrooms, Hall and Internet Service City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Stadium Kebele: - Direction: Around Blue Nile Avanti Hotel   Building:   Branch:   Flat: Phone: +251-58-2209899   +251-58-2209565"
Blue Nile College,Business Management IT Finace & Medical City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Stadium Kebele: 15 Direction: In Front of Addisu Stadium   Building:   Branch:   Flat: Phone: +251-58-2203737
Desset Lodge,Lodge City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Stadium Kebele: 01 Direction: Next to Atse Tewodros Stadium   Building:   Branch:   Flat: Phone: +251-92-8955704/05   +251-91-8340199
Alwaq Hotel,"Restaurant, Bar, Standard Bed Rooms, Free Internet Service and Transport Service City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Sefere Selam Kebele: 01 Direction: Around Midroc   Building:   Branch:   Flat: Phone: +251-58-2222263"
Unity Universty,"Faculty of Business and Economics,Information technology & Computational Sciences, Engineering , School of Architecture and urban planning,humanities & Social Sciences, Distance & Continuity Education, College of nurse Distance Education City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Sefere Selam Kebele: 04 Direction: Near Buna International Bank   Building:   Branch:   Flat: Phone: +251-58-2208049"
Palm Palace Hotel,Hotel City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Sefere Selam Kebele: - Direction: Around Giorgis Church   Building:   Branch:   Flat: Phone: +251-58-2201923
Abay Minch Lodge,Lodje City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Abay Mado Kebele: 11 Direction: Around Abay Deldiy   House No.: 306 Building:   Branch:   Flat: Phone: +251-58-2181039    +251-58-2180114 Fax: +251-58-2182223 P.O.Box 22503 A/A and 1002 Baherdar Website/Email: sandmp@ethionet.et    web:-www.abayminchlodge.com
Tana Communcation PLC,Tana Mobil Factory City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Abay Mado Kebele: - Direction: Around Gonder Exit   Building:   Branch:   Flat: Phone: +251-58-2180406
Tana Driving Training Center,Driver Traning Center City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Abay Mado Kebele: - Direction: Near Dashen House Bar   Building:   Branch:   Flat: Phone: +251-91-8766779
Blue Nile Hotel,"Restaurant and Bar, Bedrooms City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Bege tera Kebele: 06 Direction: Behind Semer Land Hotel   Building:   Branch:   Flat: Phone: 251-58-2264094 Fax: 251-58-2264093"
Beza Clinic,General Medical City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Bege tera Kebele: - Direction: Near Blue Nail Hotel   Building:   Branch:   Flat: Phone: 251-91-1766130
Africa Pharmacy,Pharmacy City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Bege tera Kebele: - Direction: Near Belu Nile Hotel   Building:   Branch:   Flat: Phone: 251-58-2209899
Bethle Pension,Bed Rooms City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Bege tera Kebele: 01 Direction: Behind Blue Nile Hotel   Building:   Branch:   Flat: Phone: +251-58-2201488
Tana Medhanialem Integrated Development Association,Association City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Bege tera Kebele: 01 Direction: Around Bata Church   Building:   Branch:   Flat: Phone: +251-91-8779010
Beza Hiwot Pharmacy,Pharmacy Working Hour: Mon-Sat 7:ooam-14:00pm(fulltime)  City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Felege hiwot Hospital Kebele: - Direction: In front of Feleg heywet Hospital   Building:   Branch:   Flat: Phone: +251-58-2200628
Tvet Promotion Agency,Tour and Travel City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Felege hiwot Hospital Kebele: - Direction: In front of temeheret Bero   Building:   Branch:   Flat: Phone: +251-58-2200925
Organization For Re habitation For Amhara,Government Office City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Felege hiwot Hospital Kebele: - Direction: Around Alkane Helth Center   Building:   Branch:   Flat: Phone: +251-58-2200985
Tsehay Pension,Pension City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Mesgid Kebele: 04 Direction: Around Bherawi Lottery   Building:   Branch:   Flat: Phone: 251-58-2221550
Gish Abay Printing Press,Printing Press City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Mesgid Kebele: 04 Direction: In Side Kibiyade Building   Building:   Branch:   Flat: Phone: +251-58-2204848
Tiss Abay Printing Press,Printing Press City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Mesgid Kebele: 04 Direction: Inside kibiyad Building   Building:   Branch:   Flat: Phone: +251-91-8760082
Enkutatash Hotel,"Restaurant, Bar and Bedrooms City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: hedar 11 Kebele: 03 Direction: Around Stadium   Building:   Branch:   Flat: Phone: +251-58-2204435"
Debre Mihret Kidus Michael School,Praimary School City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: hedar 11 Kebele: - Direction: Around Michael Church   Building:   Branch:   Flat: Phone: +251-58-2180025
Belay Zeleke School,Kindergarten City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Papires Hotel Kebele: - Direction: Near Paperce Hotel   Building:   Branch:   Flat: Phone: +251-58-2221400
Nuru Husen Building Material Shop,Building Material Shop City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Damot Kebele: 03 Direction: In front of photo Sharp   Building:   Branch:   Flat: Phone: +251-58-2201596
Rahel Building Material Shop,Building Material Shop City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Adet tera Kebele: 01 Direction: Around Friendship Cafe   Building:   Branch:   Flat: Phone: +251-58-2263434
Mejid Building Material Shop,Building Material Shop City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Adet tera Kebele: 01 Direction: In front of Brhan Bank   Building:   Branch:   Flat: Phone: +251-58-2201052
Lomi Building Material Shop,Building Material Shop City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Adet tera Kebele: 01 Direction: In front of Genetu Garage   Building:   Branch:   Flat: Phone: +251-58-2201624
Hikma Spare Part,Spare Part Shop City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Adet tera Kebele: 01 Direction: In front of Mekonen Gebeyew Building   Building:   Branch:   Flat: Phone: +251-58-2200669
Haji Hussien Electrical Equipment shop,Electric Equipment Shop City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Adet tera Kebele: - Direction: Around Goredema Gebril Church   Building:   Branch:   Flat: Phone: +251-58-2201588
New Light Restaurant,Hot & Soft Drinks- Cakes- Different kind of Foods Alchlo Drinks City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Gerji Kebele: - Direction: Near Addisu Meberat Hayel   Building:   Branch:   Flat: Phone: +251-91-8241801
Yekati 23 School,Praimary School City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 03 Kebele: - Direction: Around Alekan Tena College   Building:   Branch:   Flat: Phone: +251-58-2201250
Adem School,Scondary School City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 03 Kebele: - Direction: In front of Shebete School   Building:   Branch:   Flat: Phone: +251-58-2209614
Wegagen Charitable Association,Association City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 03 Kebele: - Direction: Inside Bahrdar Zuriya Civil Service   Building:   Branch:   Flat: Phone: +251-58-2263704
A.B.C School,From Kindergarden to Primary School City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 14 Kebele: - Direction: Around Dona Berger   Building:   Branch:   Flat: Phone: +251-58-2264220
Radians School,Praimary School City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 14 Kebele: - Direction: Near Midroce   Building:   Branch:   Flat: Phone: +251-58-2221292
Horizen School,Praimary School City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 14 Kebele: - Direction: Around Noke Gas Station   Building:   Branch:   Flat: Phone: +251-58-2263349
St.Yohannes Medium Clinic,Clinic City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 14 Kebele: 14 Direction: Near Bale Egziabher Church   Building:   Branch:   Flat: Phone: +251-58-2221590
Azew Hotel,Bar and Restaurant and Bed Room City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 14 Kebele: - Direction: Around New Stadium   Building:   Branch:   Flat: Phone: +251-58-2203820
Amhara Water Works Construction Enterprise,Water Works Construction City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 14 Kebele: - Direction: Near Yetebaerut Nedaj Madya In Side Aregawyan Building   Building:   Branch:   Flat: Phone: +251-58-2221751   +251-58-2200408
Ben Mas Hotel,Hotel City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 14 Kebele: - Direction: Around Yetebaberut Gas Station   Building:   Branch:   Flat: Phone: +251-91-8340958
Some Acadamy,From KG -8th Grade City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 14 Kebele: 14 Direction: Around Horizon Elementary school   Building:   Branch:   Flat: Phone: +251-58-2207810
Flge Abay School,Praimary School City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Peda Kebele: - Direction: Behind Maedene Energe Offfice   Building:   Branch:   Flat: Phone: +251-58-2201125
Amhara Region Water Development,Governmental Office City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Peda Kebele: - Direction: Around Semayawi Building   Building:   Branch:   Flat: Phone: +251-58-2202043/44
Atse Seretse Denegel School,Praimary School City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Hospil Kebele: - Direction: Behind Mulu Alem Hill   Building:   Branch:   Flat: Phone: +251-58-2200361
Home Land Hotel,"Well Designed, Spacious VIP Guest Rooms Suit Rooms $85.King size/Double Bed $76, Interconnected Rooms $100, Twin Rooms $76 Single Standard $50 All Rates are Inclusive of Buffet Breakfast, 2 Restaurant ,Different Size Conference Hall Tana Hall -that Accommodate Up to 400 participant,Lalibela Hall - that Accommodate Up to 63 Participant, Rasdashen Hall -that Accommodate Up to 100 Participant,Abay Hall , that Accommodate Up to 30 Participant All Meeting Rooms Have Sound System,AC,Projector, Sound Proof,Flip Chart Stand,Wi-fi Stage , Entrance For Disabled Persons ,Fast and Free Wireless Internet Service Every where , 24 Hour Room service ,secured and spacious parking space City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 16 Kebele: 01 Direction: In front Of Amhara Regional Health Office   Building:   Branch:   Flat: Phone: +251-58-2204545   +251-58-2220220   +251-91-8341110 Fax: +251-58-2220209 Website/Email: web:-www.homlandhotelbahirdar.com    homelandreservation@gmail.com"
Ethio International School,Praimary School City: Dessie City  Kifle Ketema: Dessie  Sefer: 05 Kebele Kebele: - Direction: In front of Cochi Life Hotel   Building:   Branch:   Flat: Phone: +251-33-5515360
Amhara Region Police Commission,Police Station City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 16 Kebele: 16 Direction: Around Bahrdar Referral Hospital   House No.: 999999 Building:   Branch:   Flat: Phone: +251-58-2201327
Forgotten No More,Ngo City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 16 Kebele: - Direction: Behind Home land Hotel   Building:   Branch:   Flat: Phone: +251-91-2948439    +251-58-2206971
Tiss Abay Garage,Garage City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 16 Kebele: 16 Direction: Behind Home Land Hotel   Building:   Branch:   Flat: Phone: +251-58-2201852
Information Office,Governmental Office City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 16 Kebele: 13 Direction: In Front of Home Land Hotel   Building:   Branch:   Flat: Phone: +251-58-2200940
Tana Hyeke School,Scondary School City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 13 Kebele: - Direction: Near Police Station   Building:   Branch:   Flat: Phone: +251-58-2265288
SOS School,Praimary School City: Jimma City  Kifle Ketema: Jimma  Sefer: Chebore Kebele: 01 Direction: Around Fetesha   Building:   Branch:   Flat: Phone: +251-47-1110012
Amhara National Regional State Supreme Court,Supreme Court City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 13 Kebele: 01 Direction: Near Amhara Melso Maqaqam office   Building:   Branch:   Flat: Phone: +251-58-2200915
Desalegn Addis Construction,Building Construction City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 13 Kebele: 13 Direction: Behind Getre Menged   Building:   Branch:   Flat: Phone: +251-91-8353946   +251-91-8768830
Blessed GebreMichael Secondary School,Secondary School City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 13 Kebele: - Direction: Around Home Land Hotel   Building:   Branch:   Flat: Phone: +251-58-2205921
Haile and Alem International School,From Kg-Grade 10th City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 13 Kebele: - Direction: Around Shembete School   Building:   Branch:   Flat: Phone: +251-58-2209614
Amhara Regional State Trade & Industry,Trade & Industry City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 13 Kebele: 13 Direction: In Front of Home Land Hotel   Building:   Branch:   Flat: Phone: +251-58-2205989
Lake Mark Hotel,Hotel City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 13 Kebele: 13 Direction: Around Hospital   Building:   Branch:   Flat: Phone: +251-58-2201211    +251-93-0352700
Aenate School,Praimary School City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 11 Kebele: - Direction: In front of Acal Tehadeso Organization   Building:   Branch:   Flat: Phone: +251-58-2180806
Tsehaye Gebate School,Praimary School City: Debre Markos City  Kifle Ketema: Debre Markos  Sefer: Kela Kebele: 01 Direction: Around Total   Building:   Branch:   Flat: Phone: +251-58-7713700
Selam Argiw Kidist Mariam School,Praimary School City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: 08 kebele Kebele: - Direction: Near Bahir Dar University   Building:   Branch:   Flat: Phone: +251-58-2266249
Amhara Television,Media Service City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: 08 kebele Kebele: - Direction: Around Gter Menged Biro   Building:   Branch:   Flat: Phone: +251-58-2209313
Eshet Academy,Praimary School City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: NOC Kebele: - Direction: Around Noke Gas Station   Building:   Branch:   Flat: Phone: +251-58-2350042
Jiokat Consulting,Consultant in Engineering City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: NOC Kebele: 01 Direction: Behind Education Office   Building:   Branch:   Flat: Phone: +251-58-2203303
Everlasting Culture Protection Development Organization,Association City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Mulualem Kebele: 01 Direction: In front of Mulualem Hall   Building:   Branch:   Flat: Phone: +251-91-0119637
Dalol Special Dental Clinic,Dental Clinic City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: kebele 04 Kebele: 04 Direction: Around Gebiya Meakel   Building:   Branch:   Flat: Phone: + 251-92-3394970   +251-91-2068105
Ngg Hotel,Hotel City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: kebele 04 Kebele: - Direction: Around Melat Cafe   Building:   Branch:   Flat: Phone: +251-58-2206363   +251-95-8057755
Mega Book Store,"Selling Different kinds of Children's, Science, Fiction, Sport, Learning & Education Books City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: kebele 04 Kebele: 04 Direction: Near National Lottery   Building:   Branch:   Flat: Phone: +251-58-2200459"
Bahirdar Tv Transmitter,Tv Transmitter City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: kebele 04 Kebele: 04 Direction: Near Old Post Office   Building:   Branch:   Flat: Phone: +251-58-2200014
Abay Industry Development S.c,Share Company City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: kebele 04 Kebele: - Direction: Behind Main mesjid   Building:   Branch:   Flat: Phone: +251-58-2207291
Rahnile International Hotel,Hotel City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 05 Kebele: - Direction: Behind Deb Anbessa Hotel   Building:   Branch:   Flat: Phone: +251-58-2207575
Equatorial Bussiness Group,"Electric Supply, Cable, Generator, Car sales City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 05 Kebele: 05 Direction: In Front of Kidus Giyorgis Church   Building:   Branch:   Flat: Phone: +251-58-2205857"
Amhara National Region State Mass Media,Mass Media City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Geter Menged Kebele: - Direction: Around Air line   Building:   Branch:   Flat: Phone: +251-58-2269308
Amhara National Regional State Technical & Vocational Bureau,Government Office City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Dipo Kebele: - Direction: Near Education Office   Building:   Branch:   Flat: Phone: +251-58-2264946
Grand Hotel,Hotel City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Fasilo Kebele: - Direction: Around Atse Tewodros Stadium   Building:   Branch:   Flat: Phone: +251-93-5982724
Delano Hotel,Hotel City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: Kebele 15 Kebele: - Direction: Infront of the Big Stadium   Building:   Branch:   Flat: Phone: +251-93-0352720
Zewde Village Hotel,"Restaurant, Bar and Bedrooms City: Hawasa City  Kifle Ketema: Hawassa  Sefer: Haik dar Kebele: 05 Direction: Near Lewi Resoret   Building:   Branch:   Flat: Phone: +251-46-2200415   +251-46-2200339   +251-46-2205397"
Progress International Resort Hotel,"Restaurant, Bar, Bedrooms and Swemming pool City: Hawasa City  Kifle Ketema: Hawassa  Sefer: Haik dar Kebele: 05 Direction: Replesed by Wabishebelle no.2   Building:   Branch:   Flat: Phone: +251-46-2205397"
Chembelala Hotel,"Restaurant, Bar and Bedrooms City: Hawasa City  Kifle Ketema: Hawassa  Sefer: Haik dar Kebele: - Direction: Near Green Wood palant   Building:   Branch:   Flat: Phone: +251-46-2209753/28   +251-91-6308714"
Sheferaw Pharmacy,Pharmacy City: Hawasa City  Kifle Ketema: Hawassa  Sefer: Haik dar Kebele: - Direction: Near Monaco Garaz   Building:   Branch:   Flat: Phone: +251-46-2201542
Savana Lodge,"Restaurant, Bar and Bedrooms City: Hawasa City  Kifle Ketema: Hawassa  Sefer: Haik dar Kebele: - Direction: Nrae Langano Bech   Building:   Branch:   Flat: Phone: +251-46-1191466   +251-46-1191181   +251-11-5520202 Website/Email: mulugenet@ethionet.et"
Weyne Loge,"Restaurant, Bar and Bedrooms City: Hawasa City  Kifle Ketema: Hawassa  Sefer: Haik dar Kebele: - Direction: Around Langano Hayeke   House No.: 999999 Building:   Branch:   Flat: Phone: +251-46-1190603"
Borati Resort,Bar and Restaurant and Bed Rooms City: Hawasa City  Kifle Ketema: Hawassa  Sefer: Haik dar Kebele: - Direction: Near Langano Lake   Building:   Branch:   Flat: Phone: +251-98-3704571   +251-91-1601696
3D Hope For Tomorrow Organization,NGO City: Hawasa City  Kifle Ketema: Hawassa  Sefer: Haik dar Kebele: - Direction: Aroun Poli clinic   Building:   Branch:   Flat: Phone: +251-91-6824863
Godolias International Hotel,Hotel City: Hawasa City  Kifle Ketema: Hawassa  Sefer: Haik dar Kebele: - Direction: In Front of Chembelala Hotel   Building:   Branch:   Flat: Phone: +251-46-2120460/61   +251-96-4131984
Bahir Zaf Restaurant,Restaurant City: Addis Ababa City  Kifle Ketema: Bole  Sefer: Hayhulet Mazoria Kebele: 01 Direction: Around Rebka Building   Building:   Branch:   Flat: Phone: +251-11-6186531
Gohe School,Praimary School City: Dora City  Kifle Ketema: Dora  Sefer: Behir Dar mewucha Kebele: - Direction: Near NGO   Building:   Branch:   Flat: Phone: +251-58-4430003
Davimpex Enterprise Bahir Tannery PLC,Leather and Leather Articles City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Meskel Adebabay Kebele: 20/21 Direction: In front of Meskel Adebabay   Building: Anbessa Building   Branch:   Flat: Phone: +251-11-5535978   +251-91-1200997   +251-11-5159040 Fax: +251-11-5159050 P.O.Box 482/1110 Website/Email: bdt'ethionet.et
Dire Dawa Ras Hotel,"Restaurant and Bar, Bedrooms City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: 04 Direction: In front of Dile Chora hospital   Building:   Branch:   Flat: Phone: +251-25-1113255   +251-25-1112880   +251-25-1113606"
Dire Dawa Legehar Coustom ???,Legehar Coustom City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: - Direction: Near Roterdam School   Building:   Branch:   Flat: Phone: +251-25-1113479
Dire Dawa Trade Office,Government Office City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: - Direction: Around Dashen Bank Kezira Branch   Building:   Branch:   Flat: Phone: +251-25-1113143
Dire Dawa Constraction Disign,Govermental Office City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: NOC Kebele: 04 Direction: Near Nati Cafe   Building:   Branch:   Flat: Phone: +251-25-1110415
Dire Dawa University,"Law, Marketing, Accounting, Secretary and Others City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Sabiyan Kebele: - Direction: Around Sabiyan Tena Tibeka 1Kilometre   Building:   Branch:   Flat: Phone: 251-25-1127859/1118682 Fax: 251-25-1127971/1118599   251-25-1127975/7870"
